id,title,author,publisher,category,published_date,isbn,price,stock
18041,아주 사소한 바다이야기,정수아,마음산책,과학,2007-04-12,9780546341408,38000,2
18042,단단한 지도 입문 (개정판),한강,은행나무,여행,2025-04-09,9782572113694,15800,1
18043,오래된 문장에 대하여,박도윤,인사이트,소설,2008-05-30,9781225764679,12800,2
18044,불완전한 별자리을 찾아서 2,허예준,알에이치코리아,소설,2024-01-30,9781069129458,15800,1
18045,익숙한 편지을 찾아서,조은우,현대문학,에세이,2008-12-11,9784973210265,16500,12
18046,고요한 정원 수업 (개정판),허정우,열린책들,역사,2005-11-22,9785131312823,25000,0
18047,보이지 않는 섬의 조건 1,황윤서,프리렉,소설,2004-04-07,9780156295510,22000,2
18048,붉은 노래 노트,송수아,에이콘출판,IT,2024-11-03,9781907363094,18000,5
18049,낯선 여행의 재발견 (전면개정판),이도윤,길벗,인문,2003-08-11,9786253563084,16500,5
18050,눈부신 시간,권재현,에이콘출판,역사,2008-05-11,9782514729095,14000,12
18051,붉은 기록의 조건 3,허수아,인사이트,역사,1999-10-23,9786779278645,9800,12
18052,아름다운 지도이야기 1,강예준,비룡소,IT,2003-01-18,9786751927313,12800,5
18053,붉은 사전 실전 가이드 (개정판),한재현,북스톤,여행,2009-06-21,9787717804163,13500,3
18054,가장 먼 겨울의 역사 (개정판),배가은,현대문학,자기계발,2020-06-18,9788737410285,32000,1
18055,서툰 골목을 위한 안내서 (합본),최서윤,김영사,인문,2009-07-01,9785647867318,11000,0
18056,조용한 질문을 위한 안내서,정지아,은행나무,IT,2007-05-22,9785282513444,16500,3
18057,완벽한 별자리의 기술 (전면개정판),권가은,사계절,경제경영,2004-03-05,9782864513666,18000,2
18058,눈부신 이름 노트,도리스 레싱,프리렉,에세이,2016-01-01,9780035979934,22000,0
18059,가장 먼 노래 연대기 (개정판),윤정우,길벗,IT,2008-03-03,9780545747664,22000,8
18060,다시 읽는 문장 노트 1,유지아,돌베개,인문,2007-01-11,9785859310296,11000,3
18061,거대한 항해 수업,강우진,열린책들,인문,2000-08-17,9780008274367,28000,12
18062,눈부신 불빛의 발견,허서연,은행나무,에세이,2024-10-16,9786583021955,19800,2
18063,서툰 창문 완전정복 1,윤윤서,에이콘출판,과학,1999-07-06,9780253589233,12800,2
18064,불완전한 방이야기 (전면개정판),전나윤,비룡소,인문,2022-07-16,9783481370011,32000,3
18065,보이지 않는 문장 수업 2,강현우,현대문학,인문,2000-04-27,9783870618116,9800,2
18066,새로운 정원을 위한 안내서,서태윤,마음산책,과학,2019-06-30,9788313293627,38000,8
18067,조용한 겨울의 재발견 (전면개정판),이탈로 칼비노,열린책들,에세이,2022-04-12,9785698151819,13500,3
18068,단단한 별자리 노트 (합본),문민준,알에이치코리아,예술,2019-03-13,9784558696834,12800,2
18069,아주 사소한 약속의 역사,홍은우,프리렉,경제경영,2005-12-17,9782351822569,9800,2
18070,무한한 그림자 실전 가이드,서수아,현대문학,예술,2009-04-22,9789064023995,38000,120
18071,마지막 겨울,허지호,김영사,여행,1998-02-14,9785072378487,13500,2
18072,서툰 기록을 위한 안내서 1,송주원,비룡소,예술,2008-12-10,9784990644343,15800,1
18073,아주 사소한 시간의 기술,남정우,웅진지식하우스,인문,2003-08-01,9784953087683,45000,3
18074,고요한 질문이야기 (전면개정판),문윤서,길벗,경제경영,2025-03-02,9780526469244,22000,0
18075,붉은 불빛의 조건 (개정판),고서윤,현대문학,여행,2023-01-21,9782402569570,13500,12
18076,거대한 약속의 재발견 2,허건우,비룡소,예술,2001-08-26,9784756586722,9800,5
18077,완벽한 그림자 수업,이소율,창비,자기계발,2018-07-25,9784835822780,12800,5
18078,느린 이름을 찾아서 1,헤르만 헤세,인사이트,인문,2025-08-18,9780045650272,13500,0
18079,가장 먼 습관 입문,윤윤서,길벗,경제경영,2017-11-11,9788643372747,32000,5
18080,이상한 여행의 역사 3,유서연,알에이치코리아,소설,2025-11-12,9789806575467,11000,5
18081,눈부신 항해이야기,서지호,비룡소,과학,2005-01-02,9786270999802,22000,12
18082,오래된 항해을 찾아서,이현우,은행나무,IT,2021-08-12,9781348749075,18000,3
18083,완벽한 골목 연대기,송지호,은행나무,소설,2024-05-09,9780232390778,9800,5
18084,조용한 시간의 기술,송지호,돌베개,예술,2011-02-15,9784502876479,16500,8
18085,조용한 그림자을 찾아서,문재현,길벗,경제경영,1999-01-05,9786402106698,32000,2
18086,느린 계단의 조건,강하은,한빛미디어,예술,2014-09-12,9787837478160,14000,1
18087,붉은 문장의 발견,임지우,인사이트,에세이,2019-06-07,9788021205039,11000,5
18088,처음 만나는 계절을 찾아서,장주원,알에이치코리아,예술,2021-08-07,9780013495891,12800,45
18089,이상한 질문에 대하여 (전면개정판),이선호,열린책들,소설,2015-01-20,9787393077036,18000,5
18090,느린 지도이야기 (개정판),고재현,문학동네,과학,2000-09-29,9781324670207,11000,0
18091,고요한 기차 2,정주원,위즈덤하우스,경제경영,2024-10-27,9789457504128,38000,12
18092,보이지 않는 그림자 연대기 3,권가은,은행나무,역사,2000-08-25,9780390553589,15800,5
18093,익숙한 우물 완전정복 (합본),오민준,위즈덤하우스,예술,2016-11-04,9781460721095,38000,20
18094,고요한 우물이야기 3,심예준,알에이치코리아,역사,2024-09-19,9785863106620,19800,3
18095,고요한 계단의 조건,올가 토카르추크,프리렉,소설,2011-08-28,9789070021525,15800,0
18096,무한한 편지의 재발견,양건우,알에이치코리아,예술,2016-10-31,9783359743214,45000,8
18097,단단한 그림자 입문 1,강주원,웅진지식하우스,IT,2021-06-02,9786285984640,18000,2
18098,무한한 이름 노트,권소율,인사이트,경제경영,2009-05-27,9784253138692,12800,12
18099,고요한 우물의 조건,송지아,사계절,자기계발,2009-03-05,9780448148611,15800,8
18100,눈부신 계절이야기 (개정판),최태윤,인사이트,역사,2021-01-23,9781005180518,18000,5
18101,불완전한 편지 연대기,안주원,알에이치코리아,IT,2001-08-01,9781800647262,25000,12
18102,잊혀진 저녁의 역사 (합본),안정우,문학동네,IT,2021-07-20,9780078940726,45000,45
18103,단단한 질문에 대하여 (개정판),임재현,민음사,자기계발,2016-05-22,9789895495600,45000,5
18104,처음 만나는 겨울 입문,문가은,위즈덤하우스,예술,2003-05-03,9786139393960,9800,8
18105,마지막 아침의 재발견 3,정서윤,위즈덤하우스,역사,2003-11-06,9786924149074,16500,1
18106,처음 만나는 정원 (개정판),임지아,현대문학,경제경영,2013-11-07,9784891894914,22000,3
18107,서툰 도시을 찾아서,고윤서,마음산책,소설,2020-02-07,9782616816994,14000,5
18108,거대한 계단의 기술 (합본),백윤서,창비,소설,2016-04-22,9785162237457,38000,0
18109,잊혀진 지도 입문,김정우,현대문학,과학,2022-04-01,9783680092251,45000,8
18110,보이지 않는 문장 입문 1,조서연,민음사,IT,2000-02-26,9783097466749,13500,8
18111,낯선 아침의 재발견 1,문우진,마음산책,에세이,2012-09-10,9786509910393,16500,12
18112,단단한 항해을 찾아서,유도윤,웅진지식하우스,예술,2024-02-11,9784520884118,28000,2
18113,아주 사소한 기차의 발견 (합본),전윤서,위즈덤하우스,경제경영,2023-11-30,9789504876302,22000,5
18114,작은 편지의 재발견,오지호,창비,경제경영,1998-06-17,9780062149188,12800,2
18115,서툰 지도의 재발견 3,전지우,사계절,여행,2003-06-20,9785392277976,19800,45
18116,서툰 문장 입문,손현우,한빛미디어,에세이,1999-11-08,9789675459652,32000,20
18117,익숙한 별자리의 발견 1,권주원,사계절,여행,2005-04-05,9783859397987,12800,3
18118,거대한 그림자을 찾아서 3,한지우,프리렉,IT,2000-10-17,9780629915581,11000,20
18119,완벽한 항해의 조건 (합본),가즈오 이시구로,김영사,소설,2021-03-21,9783727494950,32000,12
18120,작은 항해의 발견,전가은,돌베개,과학,2015-07-14,9786220584929,19800,8
18121,처음 만나는 문장의 발견 (합본),조주원,열린책들,경제경영,2016-06-17,9787440449199,19800,8
18122,조용한 기록 노트 (개정판),홍예준,에이콘출판,예술,1998-04-19,9784098100854,9800,2
18123,낯선 질문 실전 가이드 2,손재현,창비,과학,2017-08-27,9780288936062,45000,1
18124,다시 읽는 아침 입문 1,양주원,열린책들,인문,2011-05-15,9784739196602,32000,0
18125,이상한 시간의 역사,윤하은,알에이치코리아,경제경영,2024-05-15,9780236017324,38000,3
18126,완벽한 계단 입문 1,문나윤,열린책들,여행,2020-02-10,9787514089298,15800,3
18127,조용한 거리 노트,정예준,사계절,인문,2004-05-09,9786786103282,13500,45
18128,붉은 우물 연대기,전건우,민음사,역사,2004-12-31,9783095825485,25000,5
18129,단단한 항해 수업,강시우,인사이트,과학,2000-06-07,9789689776580,14000,20
18130,눈부신 저녁을 찾아서,장서윤,마음산책,역사,2007-08-03,9782433779934,12800,3
18131,처음 만나는 불빛 완전정복,문은우,알에이치코리아,여행,2001-05-07,9785562643491,18000,12
18132,아주 사소한 지도이야기 1,최건우,돌베개,여행,2003-11-30,9780513111194,18000,8
18133,마지막 노래의 발견,조지아,은행나무,IT,2009-07-30,9787819903825,9800,8
18134,완벽한 계절 완전정복,정태윤,비룡소,경제경영,2020-09-25,9784108994987,13500,0
18135,불완전한 섬 수업 (합본),문재현,알에이치코리아,과학,2022-10-03,9788510489309,32000,20
18136,잊혀진 도시을 위한 안내서,이주원,현대문학,에세이,2019-11-01,9787294838065,38000,2
18137,눈부신 문장이야기,문태윤,프리렉,인문,2025-03-24,9780302636084,12800,3
18138,낯선 여행의 역사,황태윤,창비,소설,2010-11-08,9782081131748,14000,1
18139,느린 기차의 발견,권소율,위즈덤하우스,과학,2002-12-31,9784358555166,45000,12
18140,거대한 저녁 연대기 (합본),윤우진,에이콘출판,소설,2015-11-08,9786798912092,19800,0
18141,아주 사소한 저녁이야기,유지아,열린책들,자기계발,2014-01-25,9781263259710,9800,45
18142,단단한 거리 입문 (합본),손재현,은행나무,IT,2017-08-07,9782574031724,19800,12
18143,눈부신 기록의 역사 1,권도윤,돌베개,역사,2026-01-19,9780790168908,25000,2
18144,작은 계단의 기술,도리스 레싱,알에이치코리아,에세이,2005-06-02,9787804398395,25000,12
18145,오래된 그림자 노트 1,허도윤,웅진지식하우스,인문,2010-11-22,9789939824176,45000,45
18146,거대한 여행 연대기,심수아,문학동네,자기계발,2023-11-26,9787869993411,16500,120
18147,무한한 아침이야기 1,최가은,한빛미디어,IT,2003-05-11,9781370944958,25000,5
18148,마지막 편지에 대하여 (개정판),황태윤,문학동네,IT,2020-10-20,9785010308199,11000,12
18149,거대한 문장 노트 1,남소율,북스톤,예술,2010-02-03,9789846846275,19800,2
18150,이상한 계절 완전정복 1,오주원,북스톤,예술,2006-07-14,9789824609449,11000,5
18151,다시 읽는 노래 입문 3,신도윤,에이콘출판,자기계발,2015-09-03,9781454683009,28000,5
18152,불완전한 바다의 재발견 3,송가은,길벗,IT,2007-06-07,9785992182990,12800,3
18153,마지막 문장 수업 (개정판),전정우,웅진지식하우스,자기계발,2004-03-05,9785170677019,14000,12
18154,서툰 불빛 실전 가이드,강선호,길벗,에세이,1998-03-05,9783368760609,15800,2
18155,아름다운 사전의 역사 3,남건우,민음사,역사,2010-04-11,9784277139394,25000,2
18156,아주 사소한 우물을 위한 안내서 (개정판),고지우,창비,과학,2012-03-27,9786474328047,11000,12
18157,낯선 사전을 위한 안내서 (합본),백나윤,프리렉,과학,2025-11-08,9783766937763,11000,3
18158,익숙한 지도의 역사 1,정채원,문학동네,역사,2019-09-24,9783566198019,22000,2
18159,완벽한 거리의 기술 2,안시우,인사이트,소설,2025-10-11,9782717195750,11000,12
18160,작은 문장 완전정복 (개정판),아니 에르노,사계절,역사,2001-08-21,9783511354149,13500,3
18161,완벽한 정원의 조건 (개정판),전현우,한빛미디어,자기계발,1999-09-29,9780360460939,9800,1
18162,불완전한 우물 완전정복,전지우,마음산책,인문,2017-11-18,9780535055779,38000,3
18163,작은 창문의 조건 3,박가은,마음산책,자기계발,2015-02-16,9784268019872,13500,3
18164,눈부신 저녁을 위한 안내서,문지우,김영사,경제경영,2006-08-12,9784865451695,22000,3
18165,잊혀진 저녁 입문 (합본),홍선호,길벗,예술,2004-05-28,9786856602286,22000,2
18166,가장 먼 편지을 위한 안내서,배나윤,알에이치코리아,소설,2006-02-27,9781742485167,32000,12
18167,아주 사소한 정원 노트 (전면개정판),신건우,인사이트,역사,2013-11-30,9788066171983,18000,12
18168,처음 만나는 그림자의 발견 (전면개정판),신다은,현대문학,에세이,2018-04-30,9783145213938,11000,1
18169,무한한 아침 입문,한강,김영사,IT,2020-12-01,9783470122686,13500,120
18170,다시 읽는 우물의 발견,권지호,문학동네,자기계발,2022-05-02,9783065269260,38000,5
18171,새로운 사전의 조건 2,최서윤,길벗,예술,2014-02-03,9781337172300,38000,8
18172,처음 만나는 항해의 재발견 2,배시우,알에이치코리아,소설,2025-08-20,9789372622569,18000,5
18173,서툰 언덕의 역사 (전면개정판),홍서윤,문학동네,IT,2005-03-18,9782703967680,15800,3
18174,오래된 우물을 위한 안내서,장지아,문학동네,경제경영,2019-01-29,9784818025601,25000,1
18175,작은 계절의 역사,서채원,위즈덤하우스,경제경영,2006-11-21,9782993649252,16500,2
18176,오래된 약속의 발견 3,심민준,김영사,예술,2013-09-12,9786767576854,18000,0
18177,보이지 않는 섬 수업 (합본),안도윤,에이콘출판,자기계발,2010-01-08,9781484569931,13500,2
18178,이상한 겨울 수업,임민준,알에이치코리아,인문,2017-09-07,9786275860098,28000,45
18179,낯선 그림자의 재발견,가브리엘 마르케스,열린책들,여행,2003-08-04,9789702353232,25000,3
18180,불완전한 정원이야기 3,임정우,열린책들,예술,2025-02-28,9782402918114,11000,3
18181,다시 읽는 바다의 조건,강지우,창비,예술,2006-08-17,9786212912519,45000,0
18182,다시 읽는 계단 완전정복,홍채원,웅진지식하우스,자기계발,2012-11-10,9788433809319,16500,12
18183,완벽한 노래을 위한 안내서 2,황지아,현대문학,역사,2013-09-11,9782664136456,14000,3
18184,눈부신 기록 연대기,홍소율,민음사,예술,2018-10-29,9780256700759,28000,2
18185,이상한 문장의 발견,박지아,김영사,역사,2024-08-15,9786848155120,22000,12
18186,이상한 습관 실전 가이드,장건우,북스톤,IT,2008-08-16,9785896167101,18000,2
18187,이상한 문장 실전 가이드 3,남윤서,현대문학,역사,2010-08-27,9781423572108,19800,8
18188,완벽한 기차을 위한 안내서 1,임지호,현대문학,과학,2022-05-25,9787217502213,28000,0
18189,가장 먼 별자리의 기술,오서윤,북스톤,경제경영,2023-12-02,9781457760659,22000,8
18190,아름다운 노래 수업 (전면개정판),황재현,알에이치코리아,예술,2017-12-26,9786948320629,18000,45
18191,가장 먼 지도의 조건,배우진,은행나무,자기계발,2013-01-09,9783609012278,22000,2
18192,거대한 도시의 발견,오주원,돌베개,자기계발,2020-09-14,9782732679656,14000,5
18193,이상한 숲을 위한 안내서 (개정판),서현우,웅진지식하우스,경제경영,2021-04-17,9786099237025,12800,8
18194,처음 만나는 불빛의 발견 1,장현우,프리렉,인문,2016-12-16,9785304137796,32000,0
18195,고요한 문장의 역사,손소율,민음사,역사,2019-07-21,9789011338784,25000,1
18196,새로운 기록 2,윤민준,비룡소,소설,2010-02-08,9789851582123,22000,120
18197,다시 읽는 아침 입문,백서윤,알에이치코리아,과학,2025-06-09,9785020105236,22000,8
18198,거대한 질문의 역사 (개정판),한태윤,은행나무,IT,2021-01-05,9783090954909,38000,3
18199,처음 만나는 목소리 수업 2,정가은,에이콘출판,소설,1998-01-21,9784235171718,11000,20
18200,이상한 항해 완전정복 2,신지우,위즈덤하우스,역사,2026-03-26,9785410933450,22000,0
18201,보이지 않는 시간 2,홍수아,현대문학,자기계발,2020-01-02,9785803513961,14000,45
18202,잊혀진 계단 노트,장은우,프리렉,역사,1999-09-30,9785888785118,25000,12
18203,완벽한 숲 실전 가이드,권우진,마음산책,역사,2009-03-07,9788939453008,19800,0
18204,낯선 질문을 찾아서 3,심정우,열린책들,여행,2013-01-06,9783512241648,13500,12
18205,다시 읽는 도시을 찾아서,최현우,프리렉,여행,2021-12-01,9788235170057,19800,45
18206,작은 편지 수업,홍수아,비룡소,경제경영,2010-10-31,9787626966167,9800,5
18207,아름다운 불빛 2,권서윤,김영사,인문,2016-12-27,9784391919425,38000,3
18208,낯선 기록의 재발견,조지 오웰,인사이트,IT,2006-04-29,9788614803986,16500,8
18209,느린 창문을 찾아서,김민준,마음산책,과학,2002-07-01,9789377857218,18000,12
18210,처음 만나는 별자리에 대하여,전주원,사계절,과학,2013-05-30,9785717299192,9800,0
18211,아름다운 질문을 찾아서,권예준,돌베개,역사,2015-10-12,9786183441061,45000,5
18212,낯선 겨울에 대하여 1,문예준,마음산책,역사,1998-07-11,9783510724427,22000,3
18213,처음 만나는 항해의 역사 (전면개정판),송재현,열린책들,역사,1998-04-20,9789502511931,45000,2
18214,아름다운 마음 완전정복 2,신은우,위즈덤하우스,여행,2022-04-21,9780963524317,28000,8
18215,작은 아침 완전정복,심예준,민음사,역사,2012-10-01,9787889703694,19800,5
18216,거대한 그림자이야기 (개정판),김민준,프리렉,과학,1999-11-01,9788018912087,14000,5
18217,잊혀진 항해의 조건 3,양민준,사계절,역사,2004-02-13,9781006639801,22000,20
18218,서툰 항해 연대기 (개정판),홍은우,창비,역사,1998-12-20,9781176342839,18000,8
18219,서툰 겨울을 위한 안내서,서현우,알에이치코리아,과학,2011-06-23,9787484784367,32000,2
18220,작은 기차의 재발견,양소율,창비,여행,2010-06-12,9786557854118,22000,2
18221,조용한 정원 수업,아니 에르노,알에이치코리아,경제경영,2026-01-21,9781389444777,16500,20
18222,오래된 겨울의 역사 (합본),남지아,창비,인문,2018-12-05,9786823249840,19800,8
18223,불완전한 거리 노트,이지우,민음사,예술,2012-06-09,9783687078408,9800,5
18224,작은 방에 대하여,알베르 카뮈,프리렉,인문,2009-02-06,9786384571704,9800,120
18225,잊혀진 거리을 찾아서 1,박정우,프리렉,역사,1999-11-26,9786844829321,19800,120
18226,오래된 습관 입문 (합본),한재현,창비,자기계발,2006-07-10,9786656497678,22000,3
18227,마지막 질문 연대기 (개정판),심지아,창비,과학,2017-04-14,9789117880181,16500,12
18228,낯선 약속의 역사 (합본),최예준,인사이트,역사,2009-06-17,9782732235282,13500,0
18229,작은 아침 3,김채원,북스톤,경제경영,2015-07-07,9788156432712,38000,2
18230,서툰 도시의 발견,백정우,은행나무,자기계발,2016-09-17,9784615283425,11000,0
18231,다시 읽는 이름의 기술 2,백우진,현대문학,경제경영,2026-05-05,9788774599448,32000,1
18232,거대한 우물을 찾아서 (개정판),남가은,인사이트,인문,2021-04-05,9781413753099,19800,45
18233,익숙한 도시의 조건,유서윤,마음산책,역사,2021-01-25,9786499701805,9800,45
18234,다시 읽는 섬의 역사,배선호,민음사,경제경영,2012-08-13,9785738179353,25000,5
18235,작은 기차 수업,장서윤,마음산책,과학,2017-02-20,9786081841347,16500,120
18236,다시 읽는 시간 입문,임지호,민음사,인문,2020-12-06,9784894319145,28000,8
18237,아름다운 아침 2,홍우진,은행나무,경제경영,1998-05-31,9780743268682,14000,8
18238,아름다운 방의 역사,신서윤,한빛미디어,에세이,2012-11-01,9785570688774,38000,120
18239,오래된 이름의 발견,이수아,한빛미디어,에세이,2025-11-28,9787608877982,25000,12
18240,붉은 별자리 노트 1,허주원,에이콘출판,예술,2009-06-21,9789094529036,19800,2
18241,느린 그림자 완전정복,장수아,창비,에세이,2020-09-09,9784648951961,15800,45
18242,다시 읽는 그림자의 기술,한강,사계절,역사,2019-01-16,9781799957681,16500,3
18243,붉은 아침 연대기 (합본),신하은,민음사,소설,2001-05-20,9784883293595,38000,3
18244,이상한 숲의 조건 2,권나윤,한빛미디어,자기계발,2017-10-27,9787256132799,13500,20
18245,다시 읽는 계절의 역사,심하은,은행나무,자기계발,2020-05-31,9787781280179,9800,8
18246,무한한 겨울 실전 가이드 2,문태윤,현대문학,소설,2015-06-09,9781544254761,18000,5
18247,처음 만나는 여행의 재발견,남도윤,위즈덤하우스,과학,2020-02-07,9784208336011,25000,8
18248,낯선 방의 조건,홍선호,인사이트,역사,2010-08-06,9786177836842,15800,3
18249,새로운 정원에 대하여 1,홍윤서,김영사,소설,1999-06-02,9783683867252,13500,3
18250,무한한 별자리 1,한지호,비룡소,인문,2005-09-28,9781922463996,22000,12
18251,보이지 않는 계단을 찾아서,유민준,돌베개,소설,2016-02-21,9785858907451,32000,2
18252,처음 만나는 거리을 찾아서 (합본),한소율,비룡소,자기계발,1999-05-07,9789176044907,22000,2
18253,익숙한 별자리,문은우,인사이트,과학,2006-03-27,9788253289386,38000,20
18254,단단한 도시의 재발견,양예준,길벗,역사,2017-07-13,9785007989857,14000,45
18255,이상한 섬 입문 3,문주원,인사이트,여행,2014-06-14,9784397943875,12800,3
18256,조용한 마음의 조건,남우진,은행나무,과학,2004-04-09,9784776033562,12800,5
18257,익숙한 마음에 대하여 2,김윤서,위즈덤하우스,인문,2002-11-12,9783469892431,9800,5
18258,가장 먼 계절의 발견 3,황가은,문학동네,예술,2016-02-22,9785211143565,18000,20
18259,잊혀진 약속에 대하여 2,송지아,에이콘출판,IT,2003-05-16,9785213741101,19800,5
18260,이상한 불빛을 찾아서 3,허도윤,알에이치코리아,인문,2023-12-20,9787019996487,38000,45
18261,아름다운 그림자 입문 (개정판),한강,돌베개,예술,2024-12-06,9789856242379,45000,0
18262,고요한 겨울 노트,남재현,인사이트,경제경영,2008-07-15,9787671484248,11000,2
18263,느린 계절의 재발견 (합본),이지아,위즈덤하우스,자기계발,2014-04-30,9783804813801,45000,5
18264,무한한 시간 실전 가이드 (개정판),한강,북스톤,자기계발,2014-05-05,9780893602417,13500,2
18265,잊혀진 계절 노트 2,한정우,한빛미디어,여행,2019-04-13,9786804615454,45000,3
18266,잊혀진 우물 실전 가이드 2,이하은,문학동네,역사,2012-10-17,9785407635639,28000,5
18267,불완전한 사전 노트,고도윤,열린책들,소설,2008-05-02,9784180685732,19800,8
18268,조용한 정원의 기술 (합본),안건우,사계절,자기계발,2013-05-28,9785291130354,25000,12
18269,서툰 사전의 조건,신주원,북스톤,여행,2002-02-19,9788413631330,45000,3
18270,다시 읽는 계절 1,윤정우,북스톤,IT,2021-12-14,9788102079557,32000,3
18271,낯선 저녁 노트 1,전도윤,위즈덤하우스,인문,2019-10-01,9789801162861,38000,12
18272,무한한 계절이야기 (전면개정판),조시우,은행나무,과학,2007-03-02,9782206250238,25000,1
18273,단단한 항해이야기,이수아,열린책들,자기계발,2006-12-15,9784689333905,13500,12
18274,눈부신 이름의 조건,정시우,김영사,소설,2009-03-16,9784605790457,11000,2
18275,오래된 별자리의 역사,버지니아 울프,비룡소,역사,1999-11-27,9784999056767,19800,5
18276,단단한 마음에 대하여,손다은,은행나무,에세이,2000-09-13,9786008467472,16500,1
18277,아름다운 편지 연대기,무라카미 하루키,인사이트,역사,1998-12-12,9783791823098,45000,120
18278,눈부신 아침의 기술,황서윤,사계절,과학,2017-11-23,9780882395939,25000,3
18279,서툰 창문이야기 2,최정우,은행나무,경제경영,2009-08-26,9782050579860,12800,1
18280,가장 먼 목소리이야기 2,김소율,인사이트,예술,2018-01-22,9780725021201,11000,120
18281,아름다운 아침 실전 가이드,한강,창비,소설,2010-11-08,9784301587500,15800,2
18282,아주 사소한 별자리 연대기 (전면개정판),이서연,민음사,과학,2013-04-22,9781662661814,9800,3
18283,아주 사소한 습관 수업 (전면개정판),심가은,은행나무,인문,2002-10-13,9782721882494,22000,45
18284,낯선 여행 입문,송지우,프리렉,여행,2022-12-10,9780771817251,12800,0
18285,잊혀진 방의 재발견 (전면개정판),최지아,알에이치코리아,여행,2003-01-18,9785019615810,38000,1
18286,새로운 아침의 역사,송가은,문학동네,인문,2012-03-17,9780254902365,45000,20
18287,익숙한 섬의 기술 (개정판),서나윤,북스톤,역사,2009-03-10,9789365366515,19800,45
18288,가장 먼 노래에 대하여,아니 에르노,길벗,역사,2024-09-16,9787284384302,28000,20
18289,고요한 문장이야기,도리스 레싱,프리렉,인문,2004-08-09,9788033109631,18000,2
18290,거대한 불빛의 역사 3,신민준,북스톤,IT,2013-05-19,9785438161147,12800,8
18291,익숙한 숲의 발견,심은우,프리렉,인문,2003-01-17,9784137780907,12800,1
18292,서툰 습관 실전 가이드 (개정판),배하은,사계절,역사,1999-05-15,9784824208733,18000,20
18293,고요한 지도의 재발견,송주원,알에이치코리아,경제경영,2007-08-21,9787116172553,16500,0
18294,눈부신 정원 1,홍채원,사계절,자기계발,2025-07-08,9789233779573,38000,3
18295,잊혀진 습관에 대하여,박주원,웅진지식하우스,소설,2022-08-30,9785588656577,14000,5
18296,붉은 약속 입문 (개정판),홍선호,사계절,여행,2005-10-20,9789856623342,25000,8
18297,아주 사소한 사전 완전정복 1,허선호,길벗,자기계발,1998-10-25,9789439831203,45000,2
18298,작은 편지의 조건 3,한예준,김영사,경제경영,2019-04-21,9785422412329,45000,8
18299,눈부신 습관 입문 (개정판),고태윤,김영사,인문,2001-02-16,9786390769946,32000,2
18300,고요한 습관의 조건 (합본),정윤서,민음사,에세이,2021-11-30,9787128679791,18000,20
18301,느린 목소리을 위한 안내서,홍채원,김영사,자기계발,2007-09-03,9789832677271,18000,2
18302,완벽한 사전 노트,정예준,사계절,인문,2002-12-21,9785914373186,14000,8
18303,고요한 숲을 찾아서 (전면개정판),오우진,열린책들,소설,2005-05-11,9787045714182,45000,2
18304,오래된 기록의 재발견 1,배재현,사계절,자기계발,2024-11-23,9787718130239,12800,8
18305,고요한 사전에 대하여,박민준,길벗,에세이,2024-06-14,9784120617048,19800,1
18306,아름다운 마음의 발견,윤지호,한빛미디어,에세이,2012-03-06,9782191128711,25000,1
18307,익숙한 이름 연대기 (전면개정판),전시우,현대문학,자기계발,2009-12-18,9783883993003,19800,3
18308,새로운 숲 연대기 2,양지우,길벗,자기계발,2024-10-21,9787613375910,18000,45
18309,붉은 계단에 대하여,김우진,마음산책,경제경영,2008-01-09,9783320725853,16500,1
18310,새로운 목소리 수업 3,권은우,마음산책,경제경영,2015-04-26,9783665603729,45000,45
18311,처음 만나는 이름에 대하여 3,문수아,김영사,경제경영,2016-01-11,9787020813822,25000,5
18312,무한한 골목의 재발견 (개정판),최서윤,한빛미디어,역사,2002-09-13,9784458860700,18000,5
18313,조용한 그림자 수업 2,서가은,민음사,IT,2008-03-23,9787290220432,45000,45
18314,눈부신 사전의 조건,가즈오 이시구로,김영사,역사,2006-08-12,9781562096144,32000,5
18315,처음 만나는 창문을 위한 안내서 (합본),고주원,민음사,소설,2026-01-15,9787623605411,19800,1
18316,잊혀진 숲 완전정복,장시우,김영사,IT,2015-07-28,9785701530821,38000,8
18317,불완전한 계절의 재발견 3,김태윤,은행나무,여행,2007-11-10,9788067379123,12800,3
18318,마지막 기록 실전 가이드,신채원,웅진지식하우스,자기계발,2021-10-31,9784772815873,11000,3
18319,붉은 사전의 재발견 (합본),최서윤,열린책들,과학,2020-05-04,9780030796057,38000,3
18320,낯선 지도의 역사,손선호,에이콘출판,역사,2001-09-03,9788034231328,9800,20
18321,눈부신 정원 연대기,임민준,위즈덤하우스,여행,2019-07-03,9787491523364,45000,2
18322,작은 항해의 재발견,한지우,현대문학,IT,2000-11-03,9787270118319,13500,2
18323,무한한 기록 (전면개정판),유다은,문학동네,소설,2003-10-30,9789582501646,19800,1
18324,새로운 지도 실전 가이드 1,최은우,비룡소,소설,2024-01-17,9788896399128,12800,20
18325,서툰 습관 수업 (개정판),한민준,위즈덤하우스,인문,2018-04-11,9787991167929,16500,12
18326,불완전한 골목의 재발견 (전면개정판),고소율,은행나무,과학,2000-07-09,9781128002008,13500,0
18327,눈부신 여행 연대기 1,박주원,현대문학,여행,2006-03-26,9785353425658,9800,5
18328,익숙한 여행의 발견,최수아,한빛미디어,경제경영,2009-06-20,9781563416876,18000,12
